id	name	tag
167	Nekomata Coat+	Cats
168	Desecrated Gear	Unisex
169	Unholy Armor	Unisex
170	0x0AA	FLR
171	0x0AB	FLR
172	Over Guard	Males
173	Diva Guard	UNK
174	Empathy Cape	Unisex
175	Engetsu Collar	UNK
176	Over Guard+	UNK
177	Diva Guard+	UNK
178	Empathy Cape+	UNK
179	Engetsu Collar+	UNK
180	Immortal Vest	Males
181	Sublime Bikini	UNK
182	Hero Jin-Baori	UNK
183	9 Lives Collar	UNK
184	Immortal Vest+	UNK
185	Sublime Bikini+	UNK
186	Hero Jinbaori+	UNK
187	9-Lives Collar+	UNK
188	Filth-caked Gear	UNK
189	Unsanitary Armor	UNK
190	RESERVE	FLR
191	RESERVE	FLR
192	Tantric Oath	Males
193	Black Jacket	Males
194	Official's Robe	Males
195	Fusion Guard M 4	UNK
196	Silk Dress	Females
197	Archangel Bra	Females
198	Tapsuan	Females
199	Fusion Guard F 4	UNK
200	King Frost Cape	Unisex
201	Black Wing Robe	Unisex
202	Fusion Guard 3	UNK
203	Fusion Guard 4	UNK
204	Frost Hood	Cats
205	Jack Hood	UNK
206	Black Robe	Males
207	RESERVE	FLR
208	Empress Guard	UNK
209	Weird Wrap	Unisex
210	Moonlight Robe	Females|DLC*
211	Lucifer Guard	Unisex|DLC*
212	RESERVE	FLR
213	RESERVE	FLR
214	RESERVE	FLR
215	RESERVE	FLR
216	RESERVE	FLR
217	RESERVE	FLR
218	RESERVE	FLR
219	RESERVE	FLR
220	RESERVE	FLR
221	RESERVE	FLR
222	RESERVE	FLR
223	RESERVE	FLR
224	RESERVE	FLR
225	RESERVE	FLR
226	RESERVE	FLR
227	RESERVE	FLR
228	RESERVE	FLR
229	RESERVE	FLR
230	RESERVE	FLR
231	RESERVE	FLR
232	RESERVE	FLR
233	RESERVE	FLR
234	RESERVE	FLR
235	RESERVE	FLR
236	RESERVE	FLR
237	RESERVE	FLR
238	RESERVE	FLR
239	RESERVE	FLR
240	RESERVE	FLR
241	RESERVE	FLR
242	RESERVE	FLR
243	RESERVE	FLR
244	RESERVE	FLR
245	RESERVE	FLR
246	RESERVE	FLR
247	RESERVE	FLR
248	RESERVE	FLR
249	RESERVE	FLR
250	RESERVE	FLR
251	RESERVE	FLR
252	RESERVE	FLR
253	RESERVE	FLR
254	RESERVE	FLR
255	RESERVE	FLR
