id	name	tag
145	Negative Pile	VAL
146	Brain Shake	VAL
147	Flash Bomb	VAL
148	Mind Slice	VAL
149	Bloodbath	VAL
150	Memory Blow	VAL
151	Insatiable Strike	INV
152	Dormin Rush	VAL
153	Oni-Kagura	VAL
154	Bad Beat	VAL
155	Brain Buster	VAL
156	Dia	VAL
157	Diarama	VAL
158	Diarahan	VAL
159	Media	VAL
160	Mediarama	VAL
161	Mediarahan	VAL
162	Recarm	VAL
163	Samarecarm	VAL
164	Recarmdra	INV
165	Amrita Drop	VAL
166	Amrita Shower	VAL
167	Mabaisudi	UNO
168	Salvation	VAL
169	Patra	VAL
170	Energy Shower	VAL
171	Energy Drop	VAL
172	Baisudi	VAL
173	Me Patra	VAL
174	Tarukaja	VAL
175	Rakukaja	VAL
176	Sukukaja	VAL
177	Heat Riser	VAL
178	Matarukaja	VAL
179	Marakukaja	VAL
180	Masukukaja	VAL
181	Thermopylae	VAL
182	Tarunda	VAL
183	Rakunda	VAL
184	Sukunda	VAL
185	Debilitate	VAL
186	Matarunda	VAL
187	Marakunda	VAL
188	Masukunda	VAL
189	Dekunda	VAL
190	Dekaja	VAL
191	Charge	VAL
192	Concentrate	VAL
193	Rebellion	UNO
194	Revolution	UNO
195	Tetrakarn	UNO
196	Makarakarn	VAL
197	Tetraja	VAL
198	Tetra Break	VAL
199	Makara Break	UNO
200	Fire Wall	VAL
201	Ice Wall	VAL
202	Elec Wall	VAL
203	Wind Wall	VAL
204	Fire Break	VAL
205	Ice Break	VAL
206	Wind Break	VAL
207	Elec Break	UNO
208	BLANK	FLR
209	BLANK	FLR
210	Nuke Wall	UNO
211	Psy Wall	VAL
212	Nuke Break	UNO
213	Psy Break	VAL
214	Counter	VAL
215	Counterstrike	VAL
216	High Counter	VAL
217	Endure	VAL
218	Enduring Soul	VAL
219	Dodge Bless	UNO
220	Dodge Curse	UNO
221	Survival Trick	VAL
222	Dodge Fire	UNO
223	Evade Fire	UNO
224	Dodge Ice	UNO
225	Evade Ice	UNO
226	Dodge Wind	UNO
227	Evade Wind	UNO
228	Dodge Elec	UNO
229	Evade Elec	UNO
230	Dodge Phys	UNO
231	Evade Phys	UNO
232	Fire Boost	VAL
233	Fire Amp	VAL
234	Ice Boost	VAL
235	Ice Amp	UNO
236	Wind Boost	VAL
237	Wind Amp	VAL
238	Elec Boost	VAL
239	Elec Amp	VAL
240	Angelic Grace	VAL
241	Divine Grace	VAL
242	Regenerate 1	VAL
243	Regenerate 2	VAL
244	Regenerate 3	VAL
245	Invigorate 1	VAL
246	Invigorate 2	VAL
247	Invigorate 3	VAL
248	Attack Master	UNO
249	Auto-Mataru	DLC_PRS
250	Defense Master	UNO
251	Auto-Maraku	UNO
252	Speed Master	UNO
253	Auto-Masuku	UNO
254	Fast Heal	VAL
255	Insta-Heal	DLC_PRS
256	Arms Master	VAL
257	Spell Master	DLC_PRS
258	Sharp Student	VAL
259	Apt Pupil	VAL
260	Ali Dance	UNO
261	Firm Stance	UNO
262	Life Aid	VAL
263	Victory Cry	UNO
264	Growth 1	VAL
265	Growth 2	VAL
266	Growth 3	REW|DLC_PRS
267	Unshaken Will	VAL
268	Evade Bless	UNO
269	Evade Curse	UNO
270	BLANK	FLR
271	Resist Fire	UNO
272	Null Fire	UNO
273	Repel Fire	UNO
274	Drain Fire	UNO
275	Resist Ice	UNO
276	Null Ice	UNO
277	Repel Ice	UNO
278	Drain Ice	UNO
279	Resist Wind	UNO
280	Null Wind	UNO
281	Repel Wind	UNO
282	Drain Wind	UNO
283	Resist Elec	UNO
284	Null Elec	UNO
285	Repel Elec	UNO
286	Drain Elec	UNO
287	Resist Bless	UNO
288	Null Bless	UNO
289	Repel Bless	UNO
290	Drain Bless	UNO
291	Resist Curse	UNO
292	Null Curse	UNO
293	Repel Curse	UNO
294	Drain Curse	UNO
295	Resist Phys	UNO
296	Null Phys	REW
297	Repel Phys	UNO
298	Drain Phys	UNO
299	Ailment Boost	VAL
300	Hama Boost	UNO
301	Mudo Boost	UNO
302	Dizzy Boost	UNO
303	Confuse Boost	VAL
304	Fear Boost	VAL
305	Forget Boost	VAL
306	Sleep Boost	VAL
307	Rage Boost	VAL
308	Despair Boost	VAL
309	BLANK	FLR
310	Brainwash Boost	VAL
311	Resist Dizzy	UNO
312	Resist Confuse	UNO
313	Resist Fear	UNO
314	Resist Forget	UNO
315	Resist Sleep	UNO
316	Resist Rage	UNO
317	Resist Despair	UNO
318	BLANK	FLR
319	Resist Brainwash	UNO
320	Null Dizzy	UNO
321	Null Confuse	UNO
322	Null Fear	UNO
323	Null Forget	UNO
324	Null Sleep	UNO
325	Null Rage	UNO
326	Null Despair	UNO
327	Null Brainwash	UNO
328	Burn Boost	VAL
329	Freeze Boost	VAL
330	Shock Boost	VAL
331	Fortified Moxy	UNO
332	Adverse Resolve	VAL
333	Last Stand	UNO
334	Heat Up	UNO
335	BLANK	FLR
336	Touch n' Go	UNO
337	Climate Decorum	UNO
338	Ambient Aid	UNO
339	Snipe	UNO
340	Cripple	UNO
341	Trigger Happy	UNO
342	Resist Nuke	UNO
343	Null Nuke	UNO
344	Repel Nuke	UNO
345	Drain Nuke	UNO
346	Resist Psy	UNO
347	Null Psy	UNO
348	Repel Psy	UNO
349	Drain Psy	UNO
350	Nuke Boost	VAL
351	Nuke Amp	VAL
352	Psy Boost	UNO
353	Psy Amp	UNO
354	Dodge Nuke	UNO
355	Evade Nuke	UNO
356	Dodge Psy	UNO
357	Evade Psy	UNO
358	Bless Boost	UNO
359	Bless Amp	UNO
360	Curse Boost	UNO
361	Curse Amp	UNO
362	Magic Ability	NET
363	Fortify Spirit	UNO
364	Almighty Boost	NET
365	Almighty Amp	NET
366	Zenith Defense	INV
367	Soul Chain	NET
368	BLANK	FLR
369	BLANK	FLR
370	BLANK	FLR
371	BLANK	FLR
372	BLANK	FLR
373	BLANK	FLR
374	BLANK	FLR
375	BLANK	FLR
376	BLANK	FLR
377	BLANK	FLR
378	BLANK	FLR
379	BLANK	FLR
380	BLANK	FLR
381	BLANK	FLR
382	BLANK	FLR
383	BLANK	FLR
384	BLANK	FLR
385	BLANK	FLR
386	Blank Card	VAL
