id	name	tag
136	Hero AR	Yusuke
137	Heavy Assault II	Yusuke
138	Blaze Assault	Yusuke
139	Annihilator	Yusuke
140	Tempest	Yusuke
141	AR-X	Yusuke
142	Hero AR II	Yusuke
143	Cruel Carbine	Yusuke
144	Blaze Assault SP	Yusuke
145	Annihilator II	Yusuke
146	Tempest II	Yusuke
147	Cruel Carbine II	Yusuke
148	Sharpshooter	Yusuke
149	Ryuraihou II	Yusuke
150	Sharpshooter II	Yusuke
151	Hizutsu HP	Yusuke
152	Kuzuryu Gouhou	Yusuke
153	G1 Type SP	Yusuke
154	Rebel Rifle	Yusuke
155	Rebel Rifle SP	Yusuke
156	Tempest HP	Yusuke
157	Hizutsu	Yusuke
158	Ryuraihou	Yusuke
159	Heaven's Gate	Yusuke
160	Replica Revolver	Makoto|DEF
161	Peacemaker	Makoto
162	P Revolver	Makoto
163	PM Sheriff	Makoto
164	PM Sheriff II	Makoto
165	Ling Xing	Makoto
166	P Revolver II	Makoto
167	Peacemaker SP	Makoto
168	Justness	Makoto
169	Justness II	Makoto
170	Evil Roulette	Makoto
171	Wildborn SP	Makoto
172	Artillery	Makoto
173	Evil Roulette II	Makoto
174	Ling Xing II	Makoto
175	Calvary	Makoto
176	Artillery II	Makoto
177	Baptism SP	Makoto
178	Orochi SP	Makoto
179	Cavalry II	Makoto
180	Twilight SP	Makoto
181	Peacemaker HP	Makoto
182	Mirrirmina	Makoto
183	Wildborn	Makoto
184	Baptism	Makoto
185	Orochi	Makoto
186	Twilight	Makoto
187	Judge of the Dead	Makoto
188	Fury	Ryuji
189	Volley Cannon	Ryuji
190	Kiraihou	Ryuji
191	Megido Fire	Ryuji
192	GL Replica	Haru|DEF
193	Pawzooka	Haru
194	Unmarked GL	UNK
195	GL Mega	UNK
196	GL Rep	UNK
197	Scorcher	Haru
198	GL Replica II	Haru
199	Multiple GL	Haru
200	Scorcher SP	Haru
201	Eraser	Haru
202	Town Burner HP	Haru
203	Flame Ocean	Haru
204	Eraser SP	Haru
205	Multiple GL II	Haru
206	Magma Bucket	Haru
207	Magma Bucket SP	Haru
208	Flame Ocean II	Haru
209	Pandemonium SP	Haru
210	Haru Reserve	UNK
211	Haru Reserve 2	UNK
212	Town Burner	Haru
213	Town Burner SP	Haru
214	Pandemonium	Haru
215	Yagrush	Haru
216	H. Ryouran HP	Ann
217	Antares II	Ann
218	Phantom Killer	Ann
219	Wild Hunt	Ann
220	Clemont Shot	UNK
221	Golden Beam	Akechi
222	Gun 222	UNK
223	Gun 223	UNK
224	Moebius	Akechi|DEF
225	Moebius II	Akechi
226	Sirius	Akechi
227	Sirius SP	Akechi
228	Slingbow	Morgana
229	Star Slayer HP	Morgana
230	Utopia	Morgana
231	Sudarshana	Morgana
232	Sleeper	Hero
233	Karura II	Hero
234	From Heaven	Hero
235	Crimson Gun HP	Hero
236	Riot Police SP	Hero
237	Gravity Gun	Hero
238	Medusan	Hero
239	Sleeper SP	Hero
240	R.I.Pistol	Hero
241	Medusan II	Hero
242	R.I.Pistol II	Hero
243	Gravity Gun HP	Hero
244	Nataraja	Hero
245	Riot Police	Hero
246	Sand Hawk	Hero
247	Karura	Hero
248	Crimson Gun	Hero
249	From Heaven II	Hero
250	Cocytus	Hero
251	Cocytus SP	Hero
252	Tyrant Pistol	Hero
253	Gun 253	UNK
254	Gun 254	UNK
255	Gun 255	UNK
