id	name	tag
462	Missile Party	
463	Fear Gas	
464	Super VIP Form	
465	March of the Piggy	
466	Sphinx Swipe	
467	Wing Blast	
468	Rapid Ascent	
469	Sphinx Dive	
470	Dreadful Scream	
471	Bite	
472	Restore	
473	The Artist's Grace	
474	Work Order	
475	Sacrifice Order	
476	Selfless Devotion	
477	Penalty	
478	Coin Attack	
479	Severing Slash	
480	Gatling Gun	
481	Berserker Dance	
482	Roulette: HP	
483	Roulette: SP	
484	Roulette: Money	
485	Roulette: Aid 1	
486	Roulette: Aid 2	
487	Roulette: Aid 3	
488	Beast King's Wrath	
489	Hunting Stance	
490	Arm of Destruction	
491	Gryphon's Breath	
492	Royal Wing Beam	
493	Cannon Fire	
494	Cannon Barrage	
495	Unholy Convergence	
496	Pyramid Blast	
497	Tyrant's Fist	
498	Tyrant's Glare	
499	Tyrant's Wave	
500	Fig Seed	
501	Medicine	
502	Ointment	
503	Antibiotic Gel	
504	Life Stone	
505	Bead	
506	Value Medicine	
507	Medical Kit	
508	Maka Leaf	
509	Bead Chain	
510	Soul Drop	
511	Snuff Soul	
512	Chewing Soul	
513	Soul Food	
514	Revival Bead	
515	Balm of Life	
516	Royel Jelly	
517	Organic Herb	
518	Disclose	
519	Tranquilizer	
520	Kopi Luwak	
521	Goho-M	
522	Vanish Ball	
523	Soma	
524	Amrita Soda	
525	Hiranya	
526	Muscle Drink	
527	Odd Morsel	
528	Rancid Gravy	
529	Plume of Dusk	
530	Magic Mirror	
531	Physical Mirror	
532	Universe Ring	
533	Sleipnir	
534	Obsidian Mirror	
535	Purifying Water	
536	Purifying Salt	
537	Firecracker	
538	San-zun Tama	
539	Ice Cube	
540	Dry Ice	
541	Pinwheel	
542	Yashichi	
543	Ball Lightning	
544	Tesla Coil	
545	Smart Bomb	
546	Segami Rice	
547	Curse Paper	
548	Flame Magatama	
549	Wind Magatama	
550	Freeze Magatama	
551	Bolt Magatama	
552	Homunculus	
553	Removal Potion	
554	Kouga Ball	
555	Makouha Ball	
556	Eiga Ball	
557	Maeiga Ball	
558	Psio Ball	
559	Mapsi Ball	
560	Freila Ball	
561	Mafrei Ball	
562	Nuke Magatama	
563	Psy Magatama	
564	Bless Magatama	
565	Curse Magatama	
566	Cooking	
567	Snack	
568	Shoes 1	
569	Shoes 2	
570	Shoes 3	
571	Juice Bar 1	
572	Juice Bar 2	
573	Juice Bar 3	
574	Juice Bar 4	
575	Energy Drink 1	
576	Energy Drink 2	
577	Energy Drink 3	
578	Soda 1	
579	Soda 2	
580	Soda 3	
581	Soda 4	
582	Ration 1 	
583	Ration 2	
584	Ration 3	
585	Drug Store 1	
586	Drug Store 2	
587	Drug Store 3	
588	Drug Store 4	
589	Drug Store 5	
590	Drug Store 6	
591	Drug Store 7	
592	Drug Store 8	
593	Drug Store 9	
594	Drug Store 10	
595	Drug Store 11	
596	Drug Store 12	
597	Coffee 1	
598	Coffee 2	
599	BLANK	FLR
600	Twins Down Attack	
601	Caro Rod	
602	Caro Attack	
603	Megidolaon	
604	Rays of Control	
605	Rays of Control	
606	Rays of Control	
607	Rays of Control	
608	Arrow of Light	
609	Diffraction Arrow	
610	Light Edge	
611	Gathering Light	
612	Eternal Light	
613	Holy Change	
614	Distortion Wave	
615	Tough Law	
616	Frail Law	
617	New Creation	
618	Distortion Surge	
619	Arrow of Light	
620	Manifest Sword	
621	Manifest Gun	
622	Manifest Bell	
623	Sword of Judgment	
624	Capital Punishment	
625	Manifest Book	
626	Distorted Lust	
627	Gospel	
628	Distorted Wrath	
629	Distorted Vanity	
630	Song of Salvation	
631	Wrath of God	
632	Distorted Gluttony	
633	Distorted Envy	
634	Song of Placation	
635	Divine Apex	
636	Rays of Control	
637	Distorted Avarice	
638	Will of the People	
639	Rays of Control	
640	Moral Support	
641	Active Support	
642	Mental Hack	
643	Emergency Shift	
644	Final Guard	
645	Position Hack	
646	High Analyze	
647	Treasure Skimmer	
648	Subrecover HP EX	PRT
649	Subrecover SP EX	PRT
650	BLANK	FLR
651	BLANK	FLR
652	BLANK	FLR
653	BLANK	FLR
654	Big Bang Order	
655	Roulette Time	
656	Trip-Upper	
657	Lust Sphere	
658	Down Shot 2	
659	Down Shot 3	
660	Down Shot 4	
661	Electro Attack	
662	Sinful Shell	
663	Follow Black	
664	BLANK	FLR
665	Madara-Megido	
666	Curry Raku	
667	Enemy Benefit	
668	Diarahan	
669	Curry Suku	
670	Decoy Ball	
671	Super Decoy Ball	
672	Metabolic Wave	
673	Laevateinn	
674	Desperation	
675	Call of Chaos	
676	Big Bang Challenge	
677	Grail Light 2	
678	Megidola	
679	Rage Transmission	
680	Hundred Slaps	
681	Distorted Pride	
682	Divine Punishment	
683	Will of the People	
684	Wind Cutter	
685	Shoot Up	
686	Executive Punch	
687	Megidolaon	
688	Vorpal Blade	
689	Megidolaon	
690	Big Bang Burger	
691	Earth Burger	
692	Mars Burger	
693	Moon Burger	
694	Saturn Burger	
695	Justine Attack	
696	Caroline Attack	
697	Curry Makara	
698	Curry Tetra	
699	Curry Endure	
700	Curry Charge	
701	Curry Concentrate	
702	Curry Heat Riser	
703	BLANK	FLR
704	Cadenza	Orpheus+P
705	Cross Slash	Izanagi+P
706	Door of Hades	Thanatos+P
707	Magatsu Mandala	M. Izanagi+P
708	Shining Arrows	Kaguya+P
709	Beast Weaver	Ariadne+P
710	Titanomachia	Asterius+P
711	Abyssal Wings	Tsukiyomi+P
712	Oratario	Messiah+P
713	BLANK	FLR
714	BLANK	FLR
715	BLANK	FLR
716	BLANK	FLR
717	BLANK	FLR
718	BLANK	FLR
719	BLANK	FLR
720	Megido	
721	Megidola	
722	Megidolaon	
723	Slam	
724	Megaton Raid	
725	One-shot Kill	
726	Inferno	
727	Diamond Dust	
728	BLANK	FLR
729	BLANK	FLR
730	Curry 1	
731	Curry 2	
732	Reviv-All	
733	Reviv-All Z	
734	BLANK	FLR
735	BLANK	FLR
736	Wild Talk	
737	Baton Pass	
738	Punk Talk	
739	Pickpocket	
740	Harisen Recovery	
741	Protect	
742	Girl Talk	
743	Crocodile Tears	
744	Sexy Technique	
745	Detective Talk	
746	Artist Talk	
747	Negotiating	
748	Fundraising	
749	Manipulation	
750	Mind Control	
751	Charisma Speech	
752	Brainiac Talk	
753	Sabaki	
754	Kakoi Kuzushi 	
755	Touryou	
756	Togo System	
757	Bullet Hail	
758	Warning Shot	
759	Celeb Talk	
760	Kitty Talk	
761	BLANK	FLR
762	BLANK	FLR
763	BLANK	FLR
764	BLANK	FLR
765	BLANK	FLR
766	BLANK	FLR
767	BLANK	FLR
768	Brave Blade	
769	Assault Dive	
770	Terror Claw	
771	Bufudyne	
772	Psiodyne	
773	Mazionga	
774	Maziodyne	
775	Maeiga	
776	Maeigaon	
777	BLANK	FLR
778	BLANK	FLR
779	BLANK	FLR
780	BLANK	FLR
781	BLANK	FLR
782	BLANK	FLR
783	BLANK	FLR
784	BLANK	FLR
785	BLANK	FLR
786	BLANK	FLR
787	BLANK	FLR
788	BLANK	FLR
789	BLANK	FLR
790	BLANK	FLR
791	BLANK	FLR
792	BLANK	FLR
793	BLANK	FLR
794	BLANK	FLR
795	BLANK	FLR
796	BLANK	FLR
797	BLANK	FLR
798	BLANK	FLR
799	BLANK	FLR
800	Counter	LRN
801	Counterstrike	LRN
802	High Counter	LRN
803	BLANK	FLR
804	BLANK	FLR
805	Endure	LRN
806	Enduring Soul	LRN
807	BLANK	FLR
808	BLANK	FLR
809	Survival Trick	LRN
810	Dodge Fire	LRN
811	Evade Fire	LRN
812	Dodge Ice	LRN
813	Evade Ice	LRN
814	Dodge Wind	LRN
815	Evade Wind	LRN
816	Dodge Elec	LRN
817	Evade Elec	LRN
818	Dodge Phys	LRN
819	Evade Phys	LRN
820	Fire Boost	LRN
821	Fire Amp	LRN
822	Ice Boost	LRN
823	Ice Amp	LRN
824	Wind Boost	LRN
825	Wind Amp	LRN
826	Elec Boost	LRN
827	Elec Amp	LRN
828	Angelic Grace	LRN
829	Divine Grace	LRN
830	Regenerate 1	LRN
831	Regenerate 2	LRN
832	Regenerate 3	LRN
833	Dodge Bless	LRN
834	Dodge Curse	LRN
835	Invigorate 1	LRN
836	Invigorate 2	LRN
837	Invigorate 3	LRN
838	Evade Bless	LRN
839	Evade Curse	LRN
840	Attack Master	LRN
841	Auto-Mataru	LRN
842	BLANK	FLR
843	Defense Master	LRN
844	Auto-Maraku	LRN
845	BLANK	FLR
846	Speed Master	LRN
847	Auto-Masuku	LRN
848	BLANK	FLR
849	BLANK	FLR
850	Fast Heal	LRN
851	Insta-Heal	LRN
852	Arms Master	LRN
853	Spell Master	LRN
854	BLANK	FLR
855	Sharp Student	LRN
856	Apt Pupil	LRN
857	Ali Dance	LRN
858	Firm Stance	LRN
859	BLANK	FLR
860	Life Aid	LRN
861	Victory Cry	LRN
862	Growth 1	LRN
863	Growth 2	LRN
864	Growth 3	LRN
865	Unshaken Will	LRN
866	BLANK	FLR
867	Baton Pass	
868	Soul Touch	
869	Kakoi Kuzushi	
870	Resist Fire	
871	Null Fire	LRN
872	Repel Fire	LRN
873	Drain Fire	LRN
874	BLANK	FLR
875	Resist Ice	
876	Null Ice	
877	Repel Ice	LRN
878	Drain Ice	LRN
879	BLANK	FLR
880	Resist Wind	
881	Null Wind	LRN
882	Repel Wind	
883	Drain Wind	LRN
884	BLANK	FLR
885	Resist Elec	
886	Null Elec	LRN
887	Repel Elec	LRN
888	Drain Elec	
889	BLANK	FLR
890	Resist Bless	LRN
891	Null Bless	LRN
892	Repel Bless	
893	Drain Bless	LRN
894	BLANK	FLR
895	Resist Curse	
896	Null Curse	LRN
897	Repel Curse	LRN
898	Drain Curse	LRN
899	BLANK	FLR
900	Resist Phys	
901	Null Phys	LRN
902	Repel Phys	LRN
903	Drain Phys	LRN
904	BLANK	FLR
905	Ailment Boost	LRN
906	Hama Boost	LRN
907	Mudo Boost	LRN
908	BLANK	FLR
909	BLANK	FLR
910	Dizzy Boost	LRN
911	Confuse Boost	LRN
912	Fear Boost	LRN
913	Forget Boost	LRN
914	Sleep Boost	LRN
915	Rage Boost	LRN
916	Despair Boost	LRN
917	BLANK	FLR
918	Brainwash Boost	LRN
919	BLANK	FLR
920	Resist Dizzy	LRN
921	Resist Confuse	LRN
922	Resist Fear	LRN
923	Resist Forget	LRN
924	Resist Sleep	LRN
925	Resist Rage	
926	Resist Despair	LRN
927	BLANK	FLR
928	Resist Brainwash	LRN
929	BLANK	FLR
930	Null Dizzy	LRN
931	Null Confuse	
932	Null Fear	LRN
933	Null Forget	LRN
934	Null Sleep	LRN
935	Null Rage	LRN
936	Null Despair	LRN
937	BLANK	FLR
938	Null Brainwash	LRN
939	BLANK	FLR
940	Burn Boost	LRN
941	Freeze Boost	LRN
942	Shock Boost	LRN
943	BLANK	FLR
944	Fortified Moxy	LRN
945	Adverse Resolve	LRN
946	Last Stand	LRN
947	Heat Up	LRN
948	BLANK	FLR
949	Touch n' Go	LRN
950	Climate Decorum	LRN
951	Ambient Aid	LRN
952	RESERVE	FLR
953	Snipe	LRN
954	Cripple	LRN
955	Trigger Happy	LRN
956	Resist Nuke	
957	Null Nuke	LRN
958	Repel Nuke	LRN
959	Drain Nuke	LRN
960	RESERVE	FLR
961	Resist Psy	LRN
962	Null Psy	
963	Repel Psy	
964	Drain Psy	LRN
965	RESERVE	FLR
966	Nuke Boost	LRN
967	Nuke Amp	LRN
968	RESERVE	FLR
969	Psy Boost	LRN
970	Psy Amp	LRN
971	RESERVE	FLR
972	Dodge Nuke	LRN
973	Evade Nuke	LRN
974	RESERVE	FLR
975	Dodge Psy	LRN
976	Evade Psy	LRN
977	RESERVE	FLR
978	Bless Boost	LRN
979	Bless Amp	LRN
980	RESERVE	FLR
981	Curse Boost	LRN
982	Curse Amp	LRN
983	RESERVE	FLR
984	Magic Ability	NET
985	Fortify Spirit	LRN
986	Almighty Boost	NET
987	Almighty Amp	NET
988	Zenith Defense	
989	Soul Chain	NET
990	Vanity Copy	
991	Gluttonous Snuff	
992	Sloth Defense	
993	BLANK	FLR
994	BLANK	FLR
995	BLANK	FLR
996	BLANK	FLR
997	BLANK	FLR
998	BLANK	FLR
999	BLANK	FLR
